"text"|"label_str"|"label_bin"|"set"|"n_tokens"|"n_stopwords"|"n_chars"|"n_upper"|"emotion_label"|"emotion_score"
"Because of Barack Obama the mission in Iraq ended."|"half-true"|"1"|"validation"|"9"|"4"|"50"|"4"|"sadness"|"0.71579909324646"
"Students at the University of Texas in Austin have been advised not to wear cowboy boots or cowboy hats on Halloween."|"false"|"1"|"validation"|"21"|"10"|"117"|"5"|"neutral"|"0.5440202355384827"
"The United States stood alone in the war in Iraq."|"pants-fire"|"1"|"validation"|"10"|"4"|"49"|"4"|"sadness"|"0.4422537088394165"
"Rob Portman shares radical, ideological views toward women."|"false"|"1"|"validation"|"8"|"0"|"59"|"2"|"neutral"|"0.4769403338432312"
"Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare."|"barely-true"|"1"|"validation"|"11"|"2"|"60"|"7"|"sadness"|"0.8938260078430176"
"When Mitt Romney was governor, Massachusetts lost 40,000 manufacturing jobs, a rate twice the national average."|"half-true"|"1"|"validation"|"16"|"4"|"111"|"4"|"sadness"|"0.4765722155570984"
"We would create thousands of jobs in Colorado, if the Keystone Pipeline were to be built."|"barely-true"|"1"|"validation"|"16"|"8"|"89"|"4"|"neutral"|"0.8306980133056641"
"More than 7,000 Americans lost their lives to climate change-fueled events last year."|"false"|"1"|"validation"|"13"|"4"|"85"|"2"|"sadness"|"0.842307448387146"
"The death penalty is a deterrent that does affect and impact people."|"barely-true"|"1"|"validation"|"12"|"6"|"68"|"1"|"disgust"|"0.5684714913368225"
"Says she is a registered nurse."|"false"|"1"|"validation"|"6"|"3"|"31"|"1"|"neutral"|"0.8683130145072937"
"In 2013, the United States accepted 67 percent of the worlds refugees."|"barely-true"|"1"|"validation"|"12"|"4"|"70"|"3"|"neutral"|"0.5118736624717712"
"500,000 U.S. troops came home from Iraq and Afghanistan with PTSD and traumatic brain injury."|"mostly-true"|"0"|"validation"|"15"|"4"|"93"|"8"|"sadness"|"0.45708611607551575"
"North Carolina Republican Senate candidate Thom Tillis would let insurance companies deny coverage for pre-existing conditions."|"mostly-true"|"0"|"validation"|"16"|"1"|"127"|"6"|"anger"|"0.5251563191413879"
"Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote."|"half-true"|"1"|"validation"|"17"|"6"|"87"|"2"|"neutral"|"0.903692901134491"
"Virginia is the No. 1 recipient of federal dollars."|"barely-true"|"1"|"validation"|"9"|"3"|"51"|"2"|"neutral"|"0.7779247760772705"
"A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030."|"barely-true"|"1"|"validation"|"29"|"9"|"179"|"2"|"neutral"|"0.7164073586463928"
"Austin politicians want to cram more kids into classrooms so they dont have to make the tough decisions to balance the budget."|"barely-true"|"1"|"validation"|"22"|"10"|"126"|"1"|"neutral"|"0.7640631198883057"
"The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent."|"half-true"|"1"|"validation"|"24"|"13"|"117"|"2"|"anger"|"0.6749604344367981"
"Says Russ Feingold voted to raise taxes on Social Security benefits for seniors, he even tried to give Social Security benefits to illegal immigrants."|"barely-true"|"1"|"validation"|"24"|"6"|"150"|"7"|"disgust"|"0.3940664827823639"
"Every person on death row was a foster kid."|"false"|"1"|"validation"|"9"|"3"|"43"|"1"|"neutral"|"0.6243048310279846"
"""Through competition as governor, I got agreements to build a nearly $40-billion natural gas pipeline."""|"barely-true"|"1"|"validation"|"15"|"4"|"103"|"2"|"neutral"|"0.6831169128417969"
"Wisconsins technical college graduates have a higher employment rate and starting salaries than four-year college graduates nationwide."|"barely-true"|"1"|"validation"|"17"|"4"|"135"|"1"|"neutral"|"0.9350405931472778"
"The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year."|"false"|"1"|"validation"|"16"|"4"|"102"|"2"|"neutral"|"0.8911638259887695"
"Science has not shown greenhouse gases to be a problem."|"pants-fire"|"1"|"validation"|"10"|"5"|"55"|"1"|"neutral"|"0.3484918177127838"
"Portland spent nearly $1 million in federal stimulus money to install bike path signs where they already existed."|"false"|"1"|"validation"|"18"|"4"|"113"|"1"|"neutral"|"0.8525261282920837"
"If anyone should know irresponsible it should be Senator Buono. Shes the one, her budget left us with a $2 billion budget deficit in fiscal 10 that I had to fix. Her mistakes. And for fiscal year 2011 an $11 billion budget deficit. Her mistakes, along with her partner Jon Corzine."|"half-true"|"1"|"validation"|"51"|"21"|"281"|"10"|"neutral"|"0.3692307472229004"
"If Question 1 were to pass here in Nevada, we would have more restrictive gun laws here in Nevada dealing with the transfer of firearms than they do in California."|"half-true"|"1"|"validation"|"30"|"17"|"163"|"5"|"neutral"|"0.845098614692688"
"The Bush administration has ""the Pentagon trying to take away the signing bonuses when a soldier gets wounded and ends up in the hospital, something that I'm working with a Republican senator to try to make sure never can happen again."""|"half-true"|"1"|"validation"|"41"|"17"|"236"|"5"|"disgust"|"0.4316244423389435"
"Says Chris Christie has refused to fund pensions by billions of dollars, and got legislative approval to begin properly funding pensions in 2018."|"mostly-true"|"0"|"validation"|"23"|"7"|"145"|"3"|"sadness"|"0.6344267129898071"
"In the Florida Republican primary, ""we got a very large percentage of the, quote, conservative vote."""|"barely-true"|"1"|"validation"|"16"|"5"|"101"|"3"|"neutral"|"0.8627813458442688"
"Says opponent Chad Chadwell wants condom techniques demonstrated to your children."|"barely-true"|"1"|"validation"|"11"|"2"|"82"|"3"|"neutral"|"0.6661932468414307"
"Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt"|"pants-fire"|"1"|"validation"|"12"|"3"|"75"|"6"|"neutral"|"0.7368708848953247"
"The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58."|"false"|"1"|"validation"|"28"|"10"|"151"|"3"|"neutral"|"0.7767574787139893"
"Torture is illegal by our laws. Its illegal by international laws."|"true"|"0"|"validation"|"11"|"5"|"66"|"2"|"anger"|"0.40714651346206665"
"Biden is ""one of the least wealthy members of the U.S. Senate."""|"true"|"0"|"validation"|"12"|"5"|"63"|"4"|"neutral"|"0.6188845634460449"
"Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration."|"barely-true"|"1"|"validation"|"16"|"6"|"112"|"6"|"sadness"|"0.41123440861701965"
"Says the most dangerous time for children is from 3 to 6 p.m., during which time juvenile crime rates triple"|"half-true"|"1"|"validation"|"20"|"8"|"108"|"1"|"fear"|"0.5899311304092407"
"State employees in Wisconsin earn about 8 percent less than if they worked in the private sector."|"false"|"1"|"validation"|"17"|"7"|"97"|"2"|"neutral"|"0.7583472728729248"
"You know how many children in the history of the United States have died in a fire (at school)? Zero."|"false"|"1"|"validation"|"20"|"9"|"101"|"4"|"neutral"|"0.4578869640827179"
"Paul Broun Jr. sides with sexual deviants to support sale of crush videos."|"false"|"1"|"validation"|"13"|"3"|"74"|"3"|"disgust"|"0.841012179851532"
"The DeWine campaign is receiving money from so many more people.(Cordrays) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to."|"half-true"|"1"|"validation"|"30"|"12"|"190"|"4"|"neutral"|"0.6666903495788574"
"Nobody in total is proposing cutting anything. Were trying to reduce the rate of growth in government."|"mostly-true"|"0"|"validation"|"17"|"7"|"102"|"2"|"neutral"|"0.898594319820404"
"Sen. Harry Reid voted against declaring English our national language, twice."|"true"|"0"|"validation"|"11"|"2"|"77"|"4"|"disgust"|"0.3318406343460083"
"Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented."|"false"|"1"|"validation"|"25"|"10"|"177"|"4"|"fear"|"0.33979424834251404"
"Says we have now more Border Patrol officers than weve had at any time in our history."|"mostly-true"|"0"|"validation"|"17"|"10"|"86"|"3"|"neutral"|"0.7720806002616882"
"40% of Americans know someone who has been killed by a gun."|"mostly-true"|"0"|"validation"|"12"|"6"|"59"|"1"|"sadness"|"0.5188237428665161"
"The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers."|"false"|"1"|"validation"|"20"|"7"|"141"|"2"|"neutral"|"0.8662857413291931"
"Says Patrick Murphy has taken more money from Wall Street than any other member of Congress other than the speaker and the majority leader."|"mostly-true"|"0"|"validation"|"24"|"12"|"139"|"6"|"sadness"|"0.5100609064102173"
"Says he will protect your guaranteed benefits in Medicare while Mitt Romney would take away Medicare as guaranteed benefits."|"half-true"|"1"|"validation"|"19"|"6"|"124"|"5"|"neutral"|"0.8490034341812134"
"The [Georgia] General Assembly took away the Atlanta Board of Educations oversight of the superintendent."|"barely-true"|"1"|"validation"|"15"|"5"|"105"|"7"|"disgust"|"0.2863466739654541"
"We caught (the Texas Commission on Environmental Quality) lying to us about the results of air quality studies in the Barnett Shale."|"half-true"|"1"|"validation"|"22"|"8"|"132"|"7"|"disgust"|"0.6029818654060364"
"Over the past eight years, black youth unemployment is up."|"barely-true"|"1"|"validation"|"10"|"3"|"58"|"1"|"neutral"|"0.8301770687103271"
"""Obama, Biden and their liberal allies oppose clean coal."""|"false"|"1"|"validation"|"9"|"2"|"58"|"2"|"disgust"|"0.5246095061302185"
"There have been 74 school shootings in America since Sandy Hook."|"barely-true"|"1"|"validation"|"11"|"4"|"64"|"4"|"fear"|"0.7494502067565918"
"For each $1 billion in infrastructure investment, 42,000 jobs are created."|"half-true"|"1"|"validation"|"11"|"4"|"74"|"1"|"joy"|"0.4646073281764984"
"Says George Norcross said the TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$."|"false"|"1"|"validation"|"14"|"3"|"87"|"48"|"neutral"|"0.9390324354171753"
"Says he cant release his internal affairs record because there are Attorney General guidelines in place protecting it."|"false"|"1"|"validation"|"18"|"6"|"118"|"3"|"neutral"|"0.8454340696334839"
"David Cicilline was required to provide key information about city finances to an independent outside auditor. The deadlines were clear -- yet [he intentionally] missed them by months until after the November 2010 election."|"barely-true"|"1"|"validation"|"34"|"12"|"223"|"4"|"neutral"|"0.39224040508270264"
"The Florida House is ""holding the FINAL public hearing"" of a controversial education bill in the middle of spring break...""when they hope (teachers) are not watching or listening."""|"false"|"1"|"validation"|"28"|"12"|"180"|"8"|"neutral"|"0.5571199655532837"
"Weare picking up oil with shovels and paper and plastic bags."|"true"|"0"|"validation"|"11"|"4"|"61"|"1"|"disgust"|"0.6813364028930664"
"The Milwaukee County bus system has among the highest fares in the nation."|"false"|"1"|"validation"|"13"|"5"|"74"|"3"|"neutral"|"0.7788717150688171"
"President Obama has raised taxes 19 times."|"half-true"|"1"|"validation"|"7"|"1"|"42"|"2"|"neutral"|"0.5715890526771545"
"Says GM used taxpayer dollars to prop up operations in China."|"false"|"1"|"validation"|"11"|"3"|"61"|"4"|"sadness"|"0.37527039647102356"
"Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her."|"half-true"|"1"|"validation"|"15"|"5"|"91"|"3"|"neutral"|"0.5617616176605225"
"""We spent $3-million of your money to study the DNA of bears."""|"mostly-true"|"0"|"validation"|"12"|"5"|"62"|"4"|"neutral"|"0.6825124621391296"
"One out of two Americans are living either in or near poverty. That means 150 million Americans, half of us."|"half-true"|"1"|"validation"|"20"|"7"|"108"|"4"|"neutral"|"0.6964651942253113"
"Limberbutt McCubbins (a five-year-old cat) is a candidate in the 2016 presidential election."|"half-true"|"1"|"validation"|"13"|"4"|"92"|"3"|"neutral"|"0.9256649613380432"
"Says Jonathan Gruber was some adviser who never worked on our staff."|"barely-true"|"1"|"validation"|"12"|"5"|"68"|"3"|"sadness"|"0.41095611453056335"
"Jennifer Carroll is the first African-American Republican woman to be part of a statewide ticket in Florida."|"true"|"0"|"validation"|"17"|"7"|"108"|"6"|"neutral"|"0.8093054294586182"
"Georgia has more than 700 law enforcement agencies, and fewer than 20 percent of them are state-certified."|"mostly-true"|"0"|"validation"|"17"|"8"|"106"|"1"|"neutral"|"0.9332039952278137"
"Says Dan Sullivan approved a light sentence for a sex offenderwho got out of prison andis now charged with a gruesome murder and sexual assault."|"pants-fire"|"1"|"validation"|"25"|"9"|"144"|"3"|"disgust"|"0.609706461429596"
"One third of our age group (Millennials) have moved back in with their parents."|"mostly-true"|"0"|"validation"|"14"|"6"|"79"|"2"|"neutral"|"0.9027169942855835"
"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking."|"barely-true"|"1"|"validation"|"33"|"14"|"201"|"6"|"neutral"|"0.44713789224624634"
"It has been the law since the beginning of the country that the children of American citizens born ... abroad are American citizens by birth."|"mostly-true"|"0"|"validation"|"25"|"12"|"141"|"3"|"neutral"|"0.9344465732574463"
"Owen in MA vs. Owen in RI Advantage:Rhode Island."|"true"|"0"|"validation"|"9"|"3"|"49"|"9"|"neutral"|"0.7226096391677856"
"In 1960, most black children were raised in two-parent, monogamous families. Today we have only 20 percent of black children being raised in two-parent, monogamous families..."|"mostly-true"|"0"|"validation"|"26"|"10"|"175"|"2"|"neutral"|"0.6904867887496948"
"If youre a wealthy CEO or a hedge fund manager in America right now, your taxes are lower than theyve been since the 1950s."|"mostly-true"|"0"|"validation"|"24"|"10"|"123"|"5"|"neutral"|"0.65616774559021"
"College students who are NOT U.S. Citizens and who get the PELL Grant plan to return to their home countries after getting free gas cards and child care."|"pants-fire"|"1"|"validation"|"28"|"11"|"153"|"12"|"neutral"|"0.7691525220870972"
"Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants."|"false"|"1"|"validation"|"12"|"4"|"95"|"2"|"neutral"|"0.7953736782073975"
"""Barack Obama has the longest track record of any candidate in this election in support of the 'Bridge To Nowhere.' """|"barely-true"|"1"|"validation"|"21"|"10"|"117"|"5"|"neutral"|"0.8957139849662781"
"Says a Sanders campaign ad never said ... a newspaper endorsed us that did not."|"false"|"1"|"validation"|"15"|"4"|"79"|"2"|"neutral"|"0.8053057193756104"
"""Obama will charge a 28 percent tax on all home sales."""|"false"|"1"|"validation"|"11"|"4"|"55"|"1"|"anger"|"0.3710905611515045"
"A Koch brothers group is going to college campuses, giving away free booze to try to bribe young folks out of getting health insurance."|"half-true"|"1"|"validation"|"24"|"7"|"135"|"2"|"disgust"|"0.43469199538230896"
"Said he won the Democratic primary without one ... negative TV spot."|"mostly-true"|"0"|"validation"|"12"|"3"|"68"|"4"|"neutral"|"0.895969569683075"
"About 95 percent of (Ohios) electricity comes from burning coal."|"half-true"|"1"|"validation"|"10"|"3"|"64"|"2"|"neutral"|"0.645928144454956"
"Says over the last two years, New Jersey Schools Development Authority employees have not started or completed one single school project, and Im not talking about major school renovation. Im talking about replacing boilers, roofs."|"false"|"1"|"validation"|"35"|"9"|"230"|"8"|"neutral"|"0.6766290068626404"
"Says Tammy Baldwin voted to gut Medicare for seniors."|"false"|"1"|"validation"|"9"|"2"|"53"|"4"|"sadness"|"0.8136176466941833"
"The stand your ground lawcaused the shooting death of Trayvon Martin."|"false"|"1"|"validation"|"11"|"4"|"69"|"3"|"anger"|"0.7835721373558044"
"In Georgia, Perdues company closed plants and moved jobs to China."|"true"|"0"|"validation"|"11"|"3"|"66"|"4"|"disgust"|"0.358780175447464"
"Says Republican Reid Ribble says stimulus bill failed to jumpstart the economy, but his roofing company made almost $300,000 off stimulus funded projects."|"half-true"|"1"|"validation"|"23"|"5"|"154"|"4"|"neutral"|"0.5064867734909058"
"Under a proposed bill, a $100,000 homes flood insurance premium would be maybe $200 or $300 annually."|"false"|"1"|"validation"|"17"|"5"|"101"|"1"|"neutral"|"0.9040342569351196"
"Social Security has never contributed one cent to the deficit. Not one cent."|"half-true"|"1"|"validation"|"13"|"4"|"76"|"3"|"neutral"|"0.9275549054145813"
"Obamacare takes $500 billion out of Medicare and funds Obamacare."|"half-true"|"1"|"validation"|"10"|"3"|"65"|"3"|"neutral"|"0.589396595954895"
"The state that has the highest per capita number of guns that end up committing crimes in New York come from Vermont."|"half-true"|"1"|"validation"|"22"|"9"|"117"|"4"|"neutral"|"0.639186680316925"
"Over the last 10 years, incomes for the top 1 percent have grown. Meanwhile, the bottom half of the country, theyve seen their wages stagnate."|"true"|"0"|"validation"|"25"|"9"|"142"|"2"|"sadness"|"0.6422286033630371"
"I think with the exception of the last year or maybe the last two years, we were at 100 percent when it came to contributing to the Providence pension fund."|"mostly-true"|"0"|"validation"|"30"|"15"|"156"|"2"|"neutral"|"0.9539198279380798"
"Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton."|"false"|"1"|"validation"|"24"|"14"|"135"|"5"|"neutral"|"0.8955479860305786"
"The Obama administration is allowing state waivers from welfare work requirements only if they had a credible plan to increase employment by 20 percent."|"true"|"0"|"validation"|"24"|"10"|"152"|"2"|"neutral"|"0.7245785593986511"
"All but one of the 50 states already have some form of a balanced budget amendment in their state constitutions."|"half-true"|"1"|"validation"|"20"|"10"|"112"|"1"|"neutral"|"0.9521670341491699"
"The U.S. deficit ""increases at $3 million per second."""|"false"|"1"|"validation"|"9"|"2"|"54"|"3"|"neutral"|"0.829744815826416"
"President Barack Obamas judicial appointments for Georgia and the region were drafted in secret and not vetted by legal groups among the presidents supporters."|"mostly-true"|"0"|"validation"|"24"|"9"|"159"|"4"|"neutral"|"0.7476000189781189"
"""I have not changed my position on the (gay) marriage amendment or anything else related to marriage."""|"half-true"|"1"|"validation"|"17"|"7"|"102"|"1"|"neutral"|"0.805216372013092"
"McCain and Bush are millionaires who are ""for tax cuts for millionaires."""|"mostly-true"|"0"|"validation"|"12"|"5"|"73"|"3"|"neutral"|"0.8426674008369446"
"The Affordable Care Act says that at age 76 when you most need it most, you are not eligible for cancer treatment. Cancer hospital will ration care according to the patients age."|"pants-fire"|"1"|"validation"|"32"|"14"|"178"|"5"|"neutral"|"0.7686746120452881"
"The Human Rights Campaign is more powerful than the NRA."|"false"|"1"|"validation"|"10"|"5"|"56"|"7"|"neutral"|"0.6873074173927307"
"About 85 percent of hotel guests who will pay the new $5 hotel/motel fee will be from outside Georgia."|"mostly-true"|"0"|"validation"|"19"|"8"|"102"|"2"|"neutral"|"0.9053323864936829"
"We spend more per student than almost any other major country in the world."|"true"|"0"|"validation"|"14"|"7"|"75"|"1"|"neutral"|"0.8588221669197083"
"Says the hospital listed on Barack Obamas just-publicized long-form birth certificate denies the president was born there."|"pants-fire"|"1"|"validation"|"17"|"4"|"122"|"3"|"neutral"|"0.8096094727516174"
"""Hillary (Clinton), one time late at night when she was exhausted, misstated and immediately apologized for it, what happened to her in Bosnia in 1995."""|"pants-fire"|"1"|"validation"|"25"|"11"|"152"|"3"|"disgust"|"0.38055554032325745"
"""We now actually import more oil than we did before 9/11."""|"mostly-true"|"0"|"validation"|"11"|"6"|"58"|"1"|"surprise"|"0.469766229391098"
"If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. African-American kids are unemployed or underemployed to the tune of 51 percent."|"mostly-true"|"0"|"validation"|"34"|"15"|"204"|"4"|"neutral"|"0.5460099577903748"
"Says Gov. Rick Perry is by far and away the highest-paid state employee on an hourly basis."|"pants-fire"|"1"|"validation"|"17"|"6"|"91"|"4"|"neutral"|"0.6397807598114014"
"Says the Hawaii governor cant find anything that says (President Barack Obama) was born in Hawaii."|"false"|"1"|"validation"|"16"|"4"|"98"|"6"|"neutral"|"0.8133601546287537"
"Under President Ronald Reagan, illegal immigrants were not pouring in likethey are now."|"false"|"1"|"validation"|"13"|"5"|"87"|"4"|"neutral"|"0.6459622979164124"
"House Democrats have a two-to-one advantage money-wise against House Republicans."|"mostly-true"|"0"|"validation"|"10"|"3"|"81"|"4"|"neutral"|"0.9252064228057861"
"Georgia can substantially increase its funding for education by going after $2.5 billion in uncollected taxes."|"half-true"|"1"|"validation"|"16"|"6"|"110"|"1"|"neutral"|"0.8552474975585938"
"Most people in New Hampshire want to raise the minimum wage. (State Rep. Marilinda) Garcia opposes it."|"mostly-true"|"0"|"validation"|"17"|"4"|"102"|"7"|"neutral"|"0.7969570159912109"
"Says nearly 30,000 federal employees in Oregon were furloughed during the government shutdown."|"false"|"1"|"validation"|"13"|"4"|"94"|"2"|"sadness"|"0.8690341114997864"
"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse."""|"barely-true"|"1"|"validation"|"15"|"4"|"93"|"3"|"disgust"|"0.9379768371582031"
"""We are making the largest investment in education in our nations history."""|"true"|"0"|"validation"|"12"|"5"|"75"|"1"|"neutral"|"0.7368875741958618"
"No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale."|"mostly-true"|"0"|"validation"|"25"|"12"|"140"|"1"|"neutral"|"0.9217775464057922"
"In the last two years, we have reduced the deficit by $2.5 trillion."|"false"|"1"|"validation"|"13"|"6"|"68"|"1"|"neutral"|"0.9139672517776489"
"The prosecutor who brought the indictment of Texas Gov. Rick Perryhas ties to Obama. He has ties to the Democrats."|"barely-true"|"1"|"validation"|"20"|"9"|"114"|"8"|"neutral"|"0.7408297657966614"
"Hurricane Irene was the second-largest storm to hit North America in terms of power outages -- and the first hurricane to make landfall in New Jersey since 1904."|"mostly-true"|"0"|"validation"|"28"|"9"|"161"|"6"|"fear"|"0.472764253616333"
"""Sen. Obama's chair in New Hampshire is a lobbyist. He lobbies for the drug companies."""|"true"|"0"|"validation"|"15"|"6"|"87"|"5"|"disgust"|"0.7813897132873535"
"Says, Oregon has the third largest class size in the nation."|"true"|"0"|"validation"|"11"|"4"|"60"|"2"|"neutral"|"0.8880259394645691"
"U.S. Senate candidate David Perdues company took $3 million from the federal stimulus program that President Barack Obama created."|"barely-true"|"1"|"validation"|"19"|"3"|"130"|"8"|"neutral"|"0.6897259950637817"
"My opponent supported policies that increased tuition by 18 percent."|"false"|"1"|"validation"|"10"|"3"|"68"|"1"|"disgust"|"0.6049275398254395"
"""I was fighting against those (Republican) ideas when you were practicing law and representing your contributor, Rezko, in his slum landlord business in inner city Chicago."""|"barely-true"|"1"|"validation"|"26"|"11"|"173"|"4"|"disgust"|"0.40257003903388977"
"A cap-and-trade plan promoted by Barack Obama would hit hardest those already struggling to make ends meet."|"half-true"|"1"|"validation"|"17"|"4"|"107"|"3"|"sadness"|"0.6114137768745422"
"Says Bill Nelson voted to raise our taxes 150 times."|"false"|"1"|"validation"|"10"|"2"|"52"|"3"|"sadness"|"0.46554434299468994"
"America produces more oil and gas than any other nation in the world."|"true"|"0"|"validation"|"13"|"7"|"69"|"1"|"neutral"|"0.8838022351264954"
"Many of the alarmists on global warming, theyve got a problem because the science doesnt back them up. In particular, satellite data demonstrate for the last 17 years, theres been zero warming."|"barely-true"|"1"|"validation"|"32"|"11"|"193"|"2"|"neutral"|"0.4715321660041809"
"She is the only candidate who has stood by our community and immigration reform from the beginning."|"barely-true"|"1"|"validation"|"17"|"11"|"99"|"1"|"neutral"|"0.9710026979446411"
"There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life."|"mostly-true"|"0"|"validation"|"21"|"10"|"136"|"2"|"neutral"|"0.9164314866065979"
"Says Bill White is for gay marriage."|"false"|"1"|"validation"|"7"|"2"|"36"|"3"|"neutral"|"0.5207445025444031"
"Barack Obama and Hillary Clinton have left us with $19 trillion in debt."|"barely-true"|"1"|"validation"|"13"|"4"|"72"|"4"|"neutral"|"0.4774394929409027"
"Says the EPA ""outsourced the scientific basis for its greenhouse gas regulation to a scandal-plagued international organization that cannot be considered objective or trustworthy."""|"barely-true"|"1"|"validation"|"24"|"9"|"180"|"4"|"disgust"|"0.4914836287498474"
"Recent record-low water levels in Lake Michigan are evidence that global warming is leading to the evaporation of our Great Lakes."|"half-true"|"1"|"validation"|"21"|"8"|"130"|"5"|"neutral"|"0.5270153880119324"
"Says Gov. Scott Walker has dropped Wisconsin to 45th in the nation in job growth prospects while campaigning for president out of state."|"barely-true"|"1"|"validation"|"23"|"9"|"136"|"5"|"sadness"|"0.6297317147254944"
"The Senate health care bill is longer than Tolstoy's 'War and Peace.'"|"barely-true"|"1"|"validation"|"12"|"4"|"69"|"5"|"neutral"|"0.8643723130226135"
"In a watershed 1958 decision, the Warren court asserted by itself that the Supreme Court was supreme over the president and the Congress."|"barely-true"|"1"|"validation"|"23"|"12"|"137"|"5"|"fear"|"0.27455419301986694"
"Half the lottery directors across the country had not run a lottery before they were hired."|"mostly-true"|"0"|"validation"|"16"|"8"|"91"|"1"|"neutral"|"0.8548598289489746"
"""Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing."""|"half-true"|"1"|"validation"|"24"|"11"|"139"|"1"|"neutral"|"0.9116235971450806"
"The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship."|"false"|"1"|"validation"|"29"|"13"|"157"|"8"|"neutral"|"0.905755341053009"
"Says the foreman of the jury that convicted him was a Greenpeace activist."|"mostly-true"|"0"|"validation"|"13"|"7"|"74"|"2"|"disgust"|"0.7495095729827881"
"On a single-payer health care system."|"half-true"|"1"|"validation"|"6"|"2"|"37"|"1"|"neutral"|"0.9392751455307007"
"Says that in 2009 ExxonMobil paid no federal income taxes, received a $156 million rebate."|"false"|"1"|"validation"|"15"|"4"|"90"|"3"|"neutral"|"0.560226559638977"
"A 10-year state program that created 202 jobs at a cost of $247,000 per job was approved by former Gov. Jim Doyle."|"pants-fire"|"1"|"validation"|"22"|"7"|"114"|"4"|"neutral"|"0.5458922386169434"
"GOP presidential hopeful Herman Cain called Ron Pauls followers ignorant."|"false"|"1"|"validation"|"10"|"0"|"73"|"7"|"disgust"|"0.7109917998313904"
"Ralph Hall has never voted to raise the debt ceiling."|"false"|"1"|"validation"|"10"|"3"|"53"|"2"|"neutral"|"0.8743454217910767"
"Says Donald Trump won more counties than any candidate on our side since Ronald Reagan."|"mostly-true"|"0"|"validation"|"15"|"6"|"87"|"5"|"sadness"|"0.645772397518158"
"Says that to drive the length of the newly drawn 15th District youd find yourself on the road as long as it would take to drive from Columbus to Niagara Falls."|"mostly-true"|"0"|"validation"|"31"|"14"|"159"|"5"|"neutral"|"0.9407277703285217"
"There is not a single candidate in the Republican primary that thinks we should do anything about climate change."|"mostly-true"|"0"|"validation"|"19"|"11"|"113"|"2"|"neutral"|"0.9478638172149658"
"Says the claims that Texas faces a $27 billion shortfall are flat-out false."|"false"|"1"|"validation"|"13"|"4"|"76"|"2"|"anger"|"0.4329637587070465"
"Since January 2010, New Jersey has added 103,000 new private sector jobs. The last two years -- 2011 and 2012 -- have been the best two years of private sector job growth since 1999."|"mostly-true"|"0"|"validation"|"34"|"7"|"182"|"5"|"neutral"|"0.6231592893600464"
"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority."""|"true"|"0"|"validation"|"16"|"7"|"95"|"4"|"neutral"|"0.7770928740501404"
"Says Donald Trump has given more money to Democratic candidates than Republican candidates."|"barely-true"|"1"|"validation"|"13"|"4"|"91"|"5"|"sadness"|"0.7009856700897217"
"Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for."|"true"|"0"|"validation"|"17"|"4"|"94"|"3"|"sadness"|"0.5180334448814392"
"If the legislature refuses to expand Medicaid, 27 states are going to get our money Virginia taxpayer money into their states to provide health care for their citizens, paid for by us."|"barely-true"|"1"|"validation"|"32"|"13"|"184"|"3"|"neutral"|"0.4727822244167328"
"The Trans-Pacific trade deal could cost America 448,000 more jobs."|"half-true"|"1"|"validation"|"10"|"2"|"66"|"4"|"neutral"|"0.5016428828239441"
"Barack Obama is the first president to file lawsuits against the states he swore an oath to protect."|"pants-fire"|"1"|"validation"|"18"|"8"|"100"|"2"|"neutral"|"0.5092975497245789"
"More than 70 percent of American adults have committed a crime that could lead to imprisonment."|"mostly-true"|"0"|"validation"|"16"|"7"|"95"|"2"|"sadness"|"0.3213011920452118"
